q;1565806531492;0,0,0,1,
v;1565806531492;0,0,0
q;1565806531515;0.000726908707645382,-0.00054780519632841,-0.000241569979759016,0.999999601381903,
v;1565806531515;0.00145355268104048,-0.00109596253175254,-0.000483936705787849
q;1565806531538;0.00168455752406907,-0.000778665440156603,-0.00020696234835413,0.999998295890425,
v;1565806531538;0.00336879336988,-0.00155803497763744,-0.000416549780494378
q;1565806531562;0.00308284354973756,-0.000966222356156281,-0.000619313605594755,0.999994625165586,
v;1565806531562;0.00616449621340204,-0.00193629081994575,-0.00124460194779669
q;1565806531585;0.00497066378080311,-0.00146235734708025,-0.00152903420090176,0.999985418961126,
v;1565806531585;0.00993687414737646,-0.00294002206372348,-0.00307271812147206
q;1565806531610;0.00775318600017865,-0.00178370192737978,-0.0029922692391563,0.999963925487183,
v;1565806531610;0.0154957581116943,-0.00361411616861716,-0.00601273943052577
q;1565806531633;0.0113698495441782,-0.00250863488437738,-0.00450801354072288,0.999922102661274,
v;1565806531633;0.0227172637209684,-0.00512073346354538,-0.00907483642573237
q;1565806531657;0.0156797393363477,-0.00371195918095447,-0.00591287659125168,0.999852725386596,
v;1565806531657;0.0313160818513453,-0.00761205546429787,-0.0119465581795869
q;1565806531680;0.0194303917587426,-0.00477491834215008,-0.00727773788490208,0.999773354126714,
v;1565806531680;0.03879220325209,-0.00983805082217248,-0.0147493645509933
q;1565806531704;0.0230849863732297,-0.00600451292412989,-0.00841023718914454,0.999680121880644,
v;1565806531704;0.0460705008681104,-0.0124069673210446,-0.0171113122908286
q;1565806531728;0.0267756271652973,-0.00691854333685424,-0.00901649830427219,0.999576830503816,
v;1565806531728;0.0534292479846419,-0.0143350224041956,-0.0184231928939195
q;1565806531751;0.0306943810801021,-0.00732529343667873,-0.00963960425673423,0.999455544981554,
v;1565806531751;0.0612524074129731,-0.0152635896718012,-0.0197567360201124
q;1565806531777;0.0347052965511972,-0.00710891915679794,-0.00990379769917511,0.999323238771484,
v;1565806531777;0.0692782112686603,-0.0149320168110891,-0.0203378091718592
q;1565806531807;0.0424040492541396,-0.00681089663196303,-0.0109253319353598,0.999017660293351,
v;1565806531807;0.0846771214533658,-0.0145877515956935,-0.0224892855036481
q;1565806531835;0.0488946813177119,-0.00605706888059481,-0.0117574922970984,0.998716407208498,
v;1565806531835;0.0976766526947163,-0.0133121906465956,-0.0241947933032642
q;1565806531863;0.0556325831823114,-0.00562159112869546,-0.0128785865822435,0.998352468175708,
v;1565806531863;0.111165877650814,-0.0127365562825049,-0.0265069251604023
q;1565806531891;0.062726761726728,-0.00499639868079083,-0.0140582608410987,0.997919264881884,
v;1565806531891;0.125380249016215,-0.0118287908075369,-0.0289158158974041
q;1565806531916;0.0688981418228874,-0.00393976355833126,-0.0155019354772352,0.997495496560978,
v;1565806531916;0.137764383405856,-0.0100916853876117,-0.0317754596852519
q;1565806531942;0.0758337382952634,-0.00279253784957547,-0.0166290315386166,0.996977906935118,
v;1565806531942;0.151697392457469,-0.008184359850783,-0.0339777542176309
q;1565806531968;0.0835091824928805,-0.000900533260792237,-0.0181440955495584,0.9963413940288,
v;1565806531968;0.16715190929299,-0.00489309043890428,-0.0368273169222603
q;1565806532000;0.0932881437802379,0.00144572815924086,-0.0201086585396669,0.995435066385741,
v;1565806532000;0.186868392898827,-0.000889019024205549,-0.0404795654159532
q;1565806532026;0.102068915566131,0.00387294271636226,-0.0217692111613332,0.994531616393486,
v;1565806532026;0.204614941408199,0.00332906097329575,-0.0434290495492584
q;1565806532052;0.111669623908397,0.00723135234716278,-0.0238325517496946,0.993433212807527,
v;1565806532052;0.224088053761251,0.00927706983450779,-0.046927155236971
q;1565806532079;0.12156430289791,0.0111323031413939,-0.0259913091216487,0.992180732720126,
v;1565806532079;0.244226864235375,0.0162543315116187,-0.0503854652417368
q;1565806532104;0.130893966236491,0.014885329462765,-0.0279324513955877,0.990890983712437,
v;1565806532104;0.263265445466259,0.022980849096035,-0.0533207697477103
q;1565806532128;0.13968666398112,0.0187494610416864,-0.0300898186309961,0.989560870111153,
v;1565806532128;0.281279663235257,0.0298796858245956,-0.056565246469771
q;1565806532153;0.149022418512196,0.0231253327500011,-0.0322399514208524,0.98803754945233,
v;1565806532153;0.300471494408494,0.037790144107184,-0.0595162382590722
q;1565806532177;0.158634639527354,0.027391471585972,-0.0346937243855301,0.986347398331934,
v;1565806532177;0.320286340538829,0.0453487062538351,-0.0629926629176245
q;1565806532204;0.169297395390856,0.0317220504411641,-0.0375205830614418,0.984339584666374,
v;1565806532204;0.342319290708333,0.0528349728743465,-0.0670635257935643
q;1565806532231;0.180941721450009,0.0358929053878718,-0.0406812534280931,0.981996366083911,
v;1565806532231;0.366434109414403,0.0597730354412248,-0.0717280031067073
q;1565806532258;0.191968132345163,0.0395563110561635,-0.0439633883727612,0.97961770244826,
v;1565806532258;0.389351812097068,0.0655721796048677,-0.0767625157974137
q;1565806532285;0.203499381024258,0.0439172862751891,-0.0480098684537826,0.976910638628676,
v;1565806532285;0.413501686101786,0.0724288957275997,-0.0830119955974349
q;1565806532310;0.213699928815971,0.0474433123808,-0.0516797649586822,0.974377039600918,
v;1565806532310;0.434935962123302,0.0776694836770719,-0.0888080034045167
q;1565806532335;0.222180310430231,0.0508627281357201,-0.055609800548988,0.972088722524023,
v;1565806532335;0.452944354781606,0.0825876869211366,-0.0952479242269739
q;1565806532359;0.229503392845536,0.0546654500466498,-0.0588991415959668,0.969984954321742,
v;1565806532359;0.468635335230921,0.0886787307334217,-0.100113574822169
q;1565806532384;0.236610381392882,0.0584832148485969,-0.0619419822612922,0.967862857465928,
v;1565806532384;0.483925980048657,0.0949205852520897,-0.104380360200176
q;1565806532407;0.242905261799878,0.0618455463546363,-0.0649513465318521,0.965895182217165,
v;1565806532407;0.497552187913233,0.100216869615218,-0.108808361832315
q;1565806532432;0.24887952069561,0.0655211126830069,-0.0680728058540296,0.963914962932692,
v;1565806532432;0.510619478799309,0.10614287326394,-0.113280092408438
q;1565806532460;0.253838690164044,0.0699390709990802,-0.07158123757739,0.962055438549005,
v;1565806532460;0.521782730634938,0.113551888893137,-0.118189350001407
q;1565806532489;0.258002452587713,0.0741601827202415,-0.0743996169913597,0.960416419126609,
v;1565806532489;0.531253603505141,0.120988590242023,-0.121670337112328
q;1565806532516;0.261937404182631,0.0784994777535854,-0.0768302560163702,0.958813762590443,
v;1565806532516;0.540261944497007,0.128956314296298,-0.124165740757637
q;1565806532541;0.265326727130272,0.0829012964463254,-0.0791415495890418,0.95732217810543,
v;1565806532541;0.548172296560975,0.137199464976664,-0.126333179631846
q;1565806532566;0.26805622225513,0.0871467644028793,-0.0814308417361094,0.95599182341437,
v;1565806532566;0.554727852182431,0.1451690656796,-0.128551837471665
q;1565806532597;0.269985991265168,0.0924345664283261,-0.0837787771668163,0.954748403250247,
v;1565806532597;0.559810340051294,0.155538054403649,-0.130258255312215
q;1565806532621;0.271082396605912,0.0965168627740877,-0.0854272099781248,0.953887363675075,
v;1565806532621;0.562915936038502,0.163691344109883,-0.131211560095126
q;1565806532646;0.270959861940036,0.101672735033792,-0.0874106206345596,0.953206597846258,
v;1565806532646;0.56372201800208,0.174149402009213,-0.132346232845655
q;1565806532672;0.270076569328436,0.106676547796311,-0.0888721439743176,0.952775189820868,
v;1565806532672;0.562858208008605,0.184643026262376,-0.132495944994154
q;1565806532696;0.268687355932794,0.110965982170053,-0.0906366716548994,0.952511784393044,
v;1565806532696;0.56092646290008,0.193330260010503,-0.133890073361083
q;1565806532723;0.267083948669782,0.116120220057044,-0.0918939882975388,0.952227852949928,
v;1565806532723;0.558590011438455,0.204317578738045,-0.133628351862755
q;1565806532748;0.26588967639375,0.121342050355033,-0.0931328298949594,0.951790457760204,
v;1565806532748;0.557120550255085,0.21544986282077,-0.133241669102267
q;1565806532772;0.264477069996901,0.126418735197447,-0.0945867761533537,0.951379799181888,
v;1565806532772;0.55524482901866,0.226114388902173,-0.133498068180416
q;1565806532796;0.262796219483043,0.131656528148822,-0.0957837574745667,0.95101535224128,
v;1565806532796;0.552794532532728,0.237305987553181,-0.133152136000045
q;1565806532819;0.260992699669343,0.136572311062793,-0.0973117997326576,0.9506635768315,
v;1565806532819;0.550147184372494,0.247548304723705,-0.133818159530301
q;1565806532843;0.258543613233676,0.141292464905657,-0.0983148273611204,0.950539790122716,
v;1565806532843;0.546024940109747,0.257665004426795,-0.133610823469724
q;1565806532867;0.256245868580243,0.146170322334223,-0.099552992552632,0.950295513656937,
v;1565806532867;0.542317074496956,0.267978010027862,-0.133845186944266
q;1565806532890;0.254081791884216,0.151131235419611,-0.100607161712059,0.949989479922072,
v;1565806532890;0.538862281340534,0.278578404222356,-0.133629341162871
q;1565806532915;0.251122687004355,0.156401314865425,-0.101513780815722,0.949826840149668,
v;1565806532915;0.533790200671867,0.289941302970457,-0.133150913068557
q;1565806532939;0.247307434007185,0.16073467451593,-0.102225408207574,0.950028082926122,
v;1565806532939;0.526789097138488,0.299258275244084,-0.133119362515225
q;1565806532964;0.242663375250335,0.164879273469941,-0.103172122765504,0.950412977371932,
