"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 1 0 0 0 0 0 0 0
"counterclockwise" 0 0.909090909090909 0 0.0909090909090909 0 0 0 0.0909090909090909
"left" 0 0 1 0 0 0 0 0
"node_head" 0 0 0 1 0 0 0 0
"omega_left" 0 0 0 0.166666666666667 0.833333333333333 0 0 0.166666666666667
"omega_right" 0 0 0 0.333333333333333 0 0.666666666666667 0 0.333333333333333
"right" 0 0.0909090909090909 0 0 0 0 0.909090909090909 0.0909090909090909
