"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 0.928571428571429 0 0 0.0714285714285714 0 0 0 0.0714285714285714
"counterclockwise" 0 0.454545454545455 0 0.545454545454545 0 0 0 0.545454545454545
"left" 0.0909090909090909 0 0.909090909090909 0 0 0 0 0.0909090909090909
"node_head" 0.0909090909090909 0.0909090909090909 0 0.818181818181818 0 0 0 0.181818181818182
"omega_left" 0 0 0 0 1 0 0 0
"omega_right" 0 0 0 0.0909090909090909 0 0.909090909090909 0 0.0909090909090909
"right" 0 0.0909090909090909 0 0 0 0 0.909090909090909 0.0909090909090909
