"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 0.857142857142857 0 0 0.142857142857143 0 0 0 0.142857142857143
"counterclockwise" 0 0.636363636363636 0 0.363636363636364 0 0 0 0.363636363636364
"left" 0.0909090909090909 0 0.909090909090909 0 0 0 0 0.0909090909090909
"node_head" 0.0909090909090909 0.0909090909090909 0 0.818181818181818 0 0 0 0.181818181818182
"omega_left" 0 0 0 0 1 0 0 0
"omega_right" 0 0 0 0.0909090909090909 0 0.909090909090909 0 0.0909090909090909
"right" 0 0 0 0 0 0 1 0
