"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 0.857142857142857 0 0.0714285714285714 0 0.0714285714285714 0 0 0.142857142857143
"counterclockwise" 0 1 0 0 0 0 0 0
"left" 0 0 0.909090909090909 0 0 0 0.0909090909090909 0.0909090909090909
"node_head" 0 0 0 1 0 0 0 0
"omega_left" 0 0.3 0 0 0.7 0 0 0.3
"omega_right" 0.363636363636364 0 0.0909090909090909 0 0 0.545454545454545 0 0.454545454545455
"right" 0 0 0 0 0 0 1 0
