"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 0.909090909090909 0 0 0 0.0909090909090909 0 0 0.0909090909090909
"counterclockwise" 0 1 0 0 0 0 0 0
"left" 0 0.1 0.8 0.1 0 0 0 0.2
"node_head" 0 0 0 0.916666666666667 0 0 0.0833333333333333 0.0833333333333333
"omega_left" 0 0 0 0 1 0 0 0
"omega_right" 0 0 0 0 0 1 0 0
"right" 0.2 0.2 0 0 0 0 0.6 0.4
