"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 1 0 0 0 0 0 0 0
"counterclockwise" 0 0.909090909090909 0 0.0909090909090909 0 0 0 0.0909090909090909
"left" 0.454545454545455 0 0.545454545454545 0 0 0 0 0.454545454545455
"node_head" 0 0 0 1 0 0 0 0
"omega_left" 0.0833333333333333 0 0 0 0.916666666666667 0 0 0.0833333333333333
"omega_right" 0 0 0 0 0 1 0 0
"right" 0 0.272727272727273 0 0 0 0 0.727272727272727 0.272727272727273
