"clockwise" "counterclockwise" "left" "node_head" "omega_left" "omega_right" "right" "err"
"clockwise" 0.909090909090909 0 0.0909090909090909 0 0 0 0 0.0909090909090909
"counterclockwise" 0.0909090909090909 0.727272727272727 0 0.181818181818182 0 0 0 0.272727272727273
"left" 0 0 1 0 0 0 0 0
"node_head" 0.454545454545455 0 0 0.545454545454545 0 0 0 0.454545454545455
"omega_left" 0 0 0 0 1 0 0 0
"omega_right" 0 0 0 0 0 1 0 0
"right" 0 0 0.0909090909090909 0 0 0 0.909090909090909 0.0909090909090909
